batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2024-0100,2022-06-07,QC-05,Wheel Hub Assy,FAIL,Vibration at speed,2.8526,,101.0,10.0,Visual,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2023-0152,2024-06-11,QC-03,Brake Pad Type A,PASS,,6.843,N,56.0,0.0,Visual,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2024-0056,2023-04-09,QC-05,Brake Shoe,PASS,,9.8718,N,89.0,0.0,,N,OEM-TVS,Re-inspect after rework
BATCH-2023-0453,2021-07-16,QC-07,Brake Disc,FAIL,Noise under braking,7.5408,N,101.0,15.0,Hardness tester,Y,,OK
BATCH-2023-0492,2022-07-02,QC-09,Disc Brake Caliper,PASS,,5.6299,N,132.0,0.0,Go/No-Go gauge,Y,OEM-SUZUKI,Waived by OEM
BATCH-2024-0280,2024-06-01,QC-01,Drum Brake Assy,PASS,,11.9419,N,63.0,,CMM,N,OEM-TVS,Borderline – monitor next batch
BATCH-2023-0378,10/11/2023,QC-09,Wheel Hub Assy,REWORK,Ovality – rotor,10.1149,Y,108.0,14.0,CMM,N,,Customer concession raised
BATCH-2022-0234,2024-06-17,QC-03,ABS Sensor Ring,FAIL,Vibration at speed,1.6285,,,3.0,Torque wrench,Y,OEM-RENAULT,Waived by OEM
BATCH-2021-0458,2024-11-01,QC-02,Brake Shoe,PASS,,4.0162,N,134.0,0.0,Visual,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2022-0025,2023-02-25,QC-03,Clutch Plate,PASS,,0.4357,Y,124.0,0.0,Go/No-Go gauge,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2022-0407,2022-07-01,QC-06,ABS Sensor Ring,PASS,,11.277,N,,0.0,Torque wrench,N,OEM-HONDA,OK
BATCH-2024-0441,2022-01-29,QC-07,Brake Pad Type B,REWORK,Porosity – casting defect,10.8045,Y,148.0,22.0,Torque wrench,N,OEM-FORD,Waived by OEM
BATCH-2022-0143,2022-08-21,QC-05,Wheel Hub Assy,PASS,,3.5469,Y,158.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Customer concession raised
BATCH-2021-0368,2023-03-12,QC-08,Brake Disc,PASS,,11.1318,,29.0,0.0,Hardness tester,N,OEM-HONDA,OK
BATCH-2021-0034,2023-07-28,QC-09,Brake Pad Type B,REWORK,Improper heat treatment,1.5141,N,71.0,22.0,Hardness tester,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2021-0192,2024-03-17,QC-08,Brake Shoe,PASS,,10.7031,Y,55.0,0.0,Visual,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2022-0111,04-Jul-2022,QC-04,Brake Pad Type A,FAIL,Adhesive bond failure,4.2398,Y,152.0,7.0,Torque wrench,Y,OEM-HONDA,Customer concession raised
BATCH-2021-0135,2024-11-21,QC-09,Disc Brake Caliper,REWORK,Porosity – casting defect,5.9845,N,59.0,12.0,Go/No-Go gauge,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0353,2022-05-29,QC-06,CV Joint,PASS,,6.8185,N,76.0,0.0,Visual,Y,,Escalated to QA Manager
BATCH-2023-0278,2021-11-18,QC-01,Brake Pad Type B,FAIL,Surface delamination,8.6618,Y,31.0,9.0,CMM,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0500,2021-01-23,QC-05,Drum Brake Assy,PASS,,0.5588,Y,168.0,0.0,CMM,N,OEM-RENAULT,Customer concession raised
BATCH-2022-0345,2024-12-27,QC-02,Clutch Plate,PASS,,9.3024,N,40.0,0.0,Hardness tester,,OEM-BAJAJ,Escalated to QA Manager
BATCH-2023-0455,2023-01-17,QC-04,Brake Pad Type A,PASS,,2.4441,N,172.0,0.0,Height gauge,N,OEM-TVS,OK
BATCH-2023-0229,08/04/2022,QC-02,Brake Shoe,PASS,,6.1842,N,185.0,0.0,Visual,N,OEM-RENAULT,Re-inspect after rework
BATCH-2024-0155,23-12-2022,QC-06,Brake Disc,PASS,,1.9892,N,135.0,0.0,,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0257,2021-01-15,QC-01,Wheel Hub Assy,FAIL,Corrosion pitting,1.9435,N,148.0,16.0,Go/No-Go gauge,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2021-0452,13/12/2021,QC-09,Brake Disc,REWORK,Surface delamination,6.0695,,149.0,22.0,Go/No-Go gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2023-0143,13-05-2024,QC-04,ABS Sensor Ring,PASS,,2.466,,86.0,0.0,Height gauge,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2021-0219,2022-10-06,QC-08,Drum Brake Assy,PASS,,6.8302,Y,45.0,0.0,Hardness tester,Y,,Borderline – monitor next batch
BATCH-2023-0404,2023-11-26,QC-07,Brake Shoe,PASS,,0.5701,N,169.0,0.0,Torque wrench,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0258,2023-04-21,QC-08,Brake Shoe,PASS,,3.3182,N,183.0,0.0,Torque wrench,Y,,Escalated to QA Manager
BATCH-2021-0242,2024-03-10,QC-01,Brake Disc,FAIL,Warpage > 0.3 mm,11.2174,N,31.0,5.0,Hardness tester,,OEM-MARUTI,Escalated to QA Manager
BATCH-2022-0298,2023-10-01,QC-06,Brake Pad Type A,PASS,,4.6387,N,85.0,0.0,Height gauge,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0486,2023-02-01,QC-06,Drum Brake Assy,PASS,,0.156,N,54.0,0.0,Vernier,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0276,11/11/2024,QC-06,ABS Sensor Ring,PASS,,0.6195,N,,0.0,Go/No-Go gauge,Y,,Borderline – monitor next batch
BATCH-2024-0384,2021-06-22,QC-04,Brake Disc,PASS,,7.5388,Y,143.0,0.0,Torque wrench,Y,,Escalated to QA Manager
BATCH-2024-0398,2022-05-08,QC-05,ABS Sensor Ring,PASS,,5.6705,Y,120.0,0.0,Torque wrench,,OEM-FORD,Waived by OEM
BATCH-2021-0421,2023-04-29,QC-04,ABS Sensor Ring,PASS,,2.5246,N,41.0,0.0,Height gauge,N,,Customer concession raised
BATCH-2024-0487,12-03-2022,QC-06,CV Joint,PASS,,8.5698,N,,0.0,CMM,N,OEM-SUZUKI,OK
BATCH-2024-0068,2021-09-03,QC-09,Disc Brake Caliper,PASS,,7.9472,N,175.0,0.0,CMM,Y,OEM-TVS,Escalated to QA Manager
BATCH-2021-0039,25-Mar-2022,QC-06,Brake Shoe,PASS,,1.8453,N,,0.0,Vernier,Y,OEM-SUZUKI,OK
BATCH-2021-0136,02/08/2023,QC-06,Clutch Plate,PASS,,7.2038,Y,22.0,0.0,CMM,Y,,Re-inspect after rework
BATCH-2022-0210,2023-04-03,QC-06,Clutch Plate,PASS,,4.2573,Y,153.0,0.0,,N,OEM-TVS,Borderline – monitor next batch
BATCH-2021-0445,2024-06-10,QC-03,Brake Pad Type A,PASS,,10.1339,N,152.0,0.0,CMM,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2021-0291,2022-02-19,QC-03,Disc Brake Caliper,REWORK,Dimensional out-of-spec,5.6467,Y,105.0,7.0,CMM,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0327,2021-01-04,QC-02,ABS Sensor Ring,PASS,,10.8418,Y,70.0,0.0,Torque wrench,,OEM-TATA,Escalated to QA Manager
BATCH-2022-0264,2023-07-25,QC-04,Clutch Plate,REWORK,Improper heat treatment,5.5778,,185.0,19.0,Vernier,N,OEM-BAJAJ,Waived by OEM
BATCH-2021-0248,2022-04-18,QC-09,ABS Sensor Ring,PASS,,8.5604,N,126.0,0.0,Height gauge,Y,OEM-FORD,Re-inspect after rework
BATCH-2021-0261,2022-03-21,QC-01,Wheel Hub Assy,FAIL,Corrosion pitting,9.0145,N,98.0,9.0,Height gauge,N,,
BATCH-2024-0485,2023-07-15,QC-08,CV Joint,REWORK,Edge chipping,5.51,,159.0,,Hardness tester,N,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0299,17/07/2023,QC-05,Brake Pad Type A,PASS,,4.0099,N,147.0,,,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2023-0169,2021-03-20,QC-08,CV Joint,FAIL,Porosity – casting defect,7.7883,Y,90.0,5.0,Height gauge,N,OEM-MARUTI,OK
BATCH-2023-0138,2022-04-24,QC-07,ABS Sensor Ring,PASS,,7.131,Y,117.0,0.0,Go/No-Go gauge,N,OEM-TVS,Borderline – monitor next batch
BATCH-2022-0342,2022-12-09,QC-07,Brake Pad Type A,PASS,,7.9404,Y,121.0,0.0,Vernier,,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0204,2024-03-14,QC-04,ABS Sensor Ring,PASS,,11.8334,Y,40.0,0.0,Height gauge,Y,,Customer concession raised
BATCH-2024-0146,2023-08-09,QC-01,ABS Sensor Ring,PASS,,7.3366,Y,87.0,0.0,Vernier,N,OEM-HONDA,Customer concession raised
BATCH-2022-0477,2021-02-23,QC-09,Brake Disc,PASS,,7.1315,N,177.0,0.0,Hardness tester,N,,Customer concession raised
BATCH-2023-0125,2022-01-09,QC-01,Brake Shoe,PASS,,6.5161,N,84.0,0.0,Vernier,Y,OEM-FORD,Customer concession raised
BATCH-2022-0044,2021-06-14,QC-01,Brake Disc,FAIL,Dimensional out-of-spec,11.6035,,175.0,20.0,Vernier,Y,OEM-TVS,Customer concession raised
BATCH-2022-0373,14-Feb-2021,QC-05,Drum Brake Assy,PASS,,8.4487,N,123.0,0.0,Height gauge,Y,OEM-RENAULT,OK
BATCH-2021-0168,2024-05-24,QC-03,Brake Pad Type B,PASS,,7.8794,,174.0,0.0,Height gauge,N,OEM-TVS,Customer concession raised
BATCH-2024-0238,2021-10-19,QC-01,Clutch Plate,PASS,,11.0874,,63.0,0.0,Torque wrench,Y,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0330,2023-06-28,QC-07,CV Joint,PASS,,10.4327,N,125.0,,Visual,N,OEM-SUZUKI,OK
BATCH-2021-0312,03-Mar-2022,QC-07,ABS Sensor Ring,PASS,,11.8513,N,154.0,0.0,Height gauge,Y,OEM-BAJAJ,Borderline – monitor next batch
BATCH-2023-0353,2022-02-20,QC-06,Brake Shoe,PASS,,9.061,Y,31.0,0.0,Go/No-Go gauge,N,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0109,2022-11-21,QC-08,Brake Shoe,FAIL,Friction material cracking,10.5574,Y,120.0,22.0,Go/No-Go gauge,N,,Customer concession raised
BATCH-2021-0301,2024-12-23,QC-07,Brake Shoe,FAIL,Surface delamination,2.4283,N,,17.0,Visual,Y,OEM-TATA,Waived by OEM
BATCH-2022-0500,15/03/2021,QC-06,Disc Brake Caliper,PASS,,10.0923,Y,112.0,0.0,Visual,Y,,OK
BATCH-2024-0483,2023-05-13,QC-08,Brake Disc,PASS,,11.2697,,148.0,0.0,Go/No-Go gauge,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2021-0121,2023-08-16,QC-09,Brake Shoe,REWORK,Lining detachment,6.57,Y,82.0,22.0,Hardness tester,N,OEM-MARUTI,OK
BATCH-2024-0119,04/11/2024,QC-01,Brake Shoe,PASS,,7.6584,N,131.0,0.0,Visual,N,OEM-TVS,OK
BATCH-2022-0249,2022-06-27,QC-01,Disc Brake Caliper,PASS,,10.3392,N,182.0,0.0,Go/No-Go gauge,Y,,Escalated to QA Manager
BATCH-2021-0307,2022-11-03,QC-01,Brake Pad Type A,REWORK,Adhesive bond failure,3.7057,N,47.0,11.0,CMM,,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0070,2023-01-17,QC-08,Brake Pad Type A,PASS,,7.7109,Y,28.0,0.0,Vernier,Y,OEM-MARUTI,
BATCH-2021-0407,2024-02-16,QC-07,Brake Disc,PASS,,10.2089,Y,37.0,0.0,Hardness tester,Y,OEM-MARUTI,OK
BATCH-2024-0009,2023-03-27,QC-01,Brake Pad Type B,PASS,,10.6108,N,78.0,0.0,Height gauge,N,,
BATCH-2022-0117,2022-01-23,QC-04,Brake Pad Type A,REWORK,Vibration at speed,10.1233,N,35.0,0.0,Torque wrench,,,Borderline – monitor next batch
BATCH-2022-0395,2021-04-15,QC-08,Drum Brake Assy,PASS,,3.4772,Y,180.0,0.0,Height gauge,,OEM-MAHINDRA,OK
BATCH-2022-0412,11/03/2024,QC-05,Drum Brake Assy,PASS,,3.6478,Y,196.0,0.0,,N,OEM-TVS,OK
BATCH-2022-0171,2023-11-30,QC-05,CV Joint,REWORK,Corrosion pitting,3.7806,Y,171.0,16.0,Hardness tester,Y,OEM-TVS,Re-inspect after rework
BATCH-2022-0274,11/26/2024,QC-02,Brake Disc,PASS,,11.9905,Y,116.0,0.0,Vernier,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0350,10/07/2024,QC-04,Clutch Plate,PASS,,9.9623,Y,192.0,0.0,Vernier,N,OEM-TVS,Waived by OEM
BATCH-2022-0396,2022-12-23,QC-04,Brake Disc,FAIL,Warpage > 0.3 mm,9.5366,N,22.0,25.0,Height gauge,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2021-0379,2023-10-19,QC-06,Brake Pad Type A,PASS,,4.8508,Y,45.0,0.0,Height gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0290,2022-09-21,QC-05,Brake Shoe,PASS,,9.4299,N,58.0,0.0,CMM,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2021-0175,2021-02-12,QC-05,Brake Pad Type B,PASS,,7.8671,Y,33.0,0.0,Go/No-Go gauge,Y,OEM-TATA,OK
BATCH-2024-0145,2021-03-01,QC-01,Brake Disc,PASS,,4.1603,N,53.0,0.0,Hardness tester,N,,Waived by OEM
BATCH-2024-0303,13-May-2021,QC-07,Drum Brake Assy,PASS,,7.596,Y,135.0,,Visual,Y,OEM-RENAULT,OK
BATCH-2023-0367,2023-11-02,QC-02,CV Joint,PASS,,6.2147,N,145.0,0.0,Vernier,Y,OEM-TVS,OK
BATCH-2021-0460,2024-02-08,QC-03,Disc Brake Caliper,FAIL,Noise under braking,9.9955,Y,124.0,18.0,Vernier,N,OEM-BAJAJ,OK
BATCH-2023-0093,2024-09-09,QC-05,Wheel Hub Assy,PASS,,9.3914,N,84.0,0.0,Visual,Y,OEM-SUZUKI,
BATCH-2021-0347,2023-04-27,QC-06,ABS Sensor Ring,PASS,,4.5154,Y,137.0,0.0,Torque wrench,Y,OEM-FORD,Borderline – monitor next batch
BATCH-2023-0086,2022-10-17,QC-02,Wheel Hub Assy,PASS,,6.6183,N,,0.0,Go/No-Go gauge,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2021-0387,2023-04-22,QC-03,CV Joint,PASS,,7.6599,Y,102.0,0.0,Go/No-Go gauge,Y,,Borderline – monitor next batch
BATCH-2023-0144,2022-05-11,QC-02,Clutch Plate,REWORK,Warpage > 0.3 mm,7.0462,N,114.0,18.0,Vernier,N,OEM-BAJAJ,
BATCH-2021-0427,2024-07-03,QC-05,ABS Sensor Ring,PASS,,4.0927,N,173.0,0.0,Visual,N,OEM-MARUTI,Waived by OEM
BATCH-2021-0221,2021-06-13,QC-04,Disc Brake Caliper,FAIL,Lining detachment,2.9731,N,51.0,25.0,Hardness tester,N,OEM-MAHINDRA,
BATCH-2021-0018,2024-07-18,QC-04,Disc Brake Caliper,FAIL,Ovality – rotor,1.1143,N,50.0,,,Y,OEM-TATA,Customer concession raised
BATCH-2024-0041,2023-09-26,QC-01,Clutch Plate,FAIL,Adhesive bond failure,11.8632,N,73.0,7.0,Torque wrench,N,,Customer concession raised
BATCH-2021-0012,2024-04-21,QC-04,Brake Pad Type B,FAIL,Ovality – rotor,4.2163,N,131.0,14.0,,N,OEM-RENAULT,Borderline – monitor next batch
BATCH-2022-0097,2022-12-09,QC-01,Brake Shoe,PASS,,9.4711,N,109.0,0.0,CMM,N,OEM-TVS,Customer concession raised
BATCH-2022-0427,2021-05-10,QC-09,CV Joint,PASS,,7.1241,N,148.0,0.0,Visual,Y,OEM-TVS,Waived by OEM
BATCH-2024-0441,2023-01-22,QC-08,CV Joint,REWORK,Vibration at speed,3.1658,Y,139.0,14.0,CMM,Y,,Re-inspect after rework
BATCH-2023-0405,28-12-2021,QC-09,Brake Pad Type A,PASS,,1.6863,N,197.0,0.0,Visual,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2023-0020,2024-11-10,QC-04,ABS Sensor Ring,PASS,,7.6849,Y,191.0,0.0,Vernier,Y,OEM-SUZUKI,Waived by OEM
BATCH-2023-0072,2023-03-06,QC-05,Drum Brake Assy,PASS,,4.2302,N,191.0,0.0,Height gauge,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2021-0173,11/19/2024,QC-04,Wheel Hub Assy,PASS,,11.6955,N,55.0,0.0,Vernier,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0442,2024-09-28,QC-06,Wheel Hub Assy,PASS,,7.1744,,51.0,0.0,Visual,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2022-0444,2023-03-21,QC-06,ABS Sensor Ring,FAIL,Friction material cracking,8.3769,Y,158.0,1.0,Go/No-Go gauge,N,OEM-SUZUKI,
BATCH-2022-0102,2021-01-05,QC-04,Wheel Hub Assy,PASS,,7.5491,N,23.0,0.0,Go/No-Go gauge,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2021-0437,2022-07-13,QC-03,Wheel Hub Assy,PASS,,9.6496,,46.0,0.0,CMM,Y,OEM-SUZUKI,Waived by OEM
BATCH-2022-0035,2021-07-25,QC-08,Drum Brake Assy,PASS,,0.0586,Y,162.0,0.0,Visual,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2022-0060,2021-06-25,QC-07,Brake Disc,FAIL,Corrosion pitting,3.3218,Y,67.0,25.0,Hardness tester,N,OEM-FORD,Waived by OEM
BATCH-2022-0052,2023-10-20,QC-07,Brake Disc,PASS,,2.4424,Y,134.0,0.0,Hardness tester,Y,OEM-TVS,Waived by OEM
BATCH-2022-0170,2021-02-13,QC-03,Brake Pad Type B,FAIL,Corrosion pitting,10.3928,N,123.0,11.0,Height gauge,N,OEM-BAJAJ,Customer concession raised
BATCH-2023-0335,2023-01-22,QC-04,Brake Disc,PASS,,0.068,Y,38.0,0.0,Go/No-Go gauge,N,OEM-SUZUKI,OK
BATCH-2021-0115,23/03/2024,QC-09,ABS Sensor Ring,PASS,,1.3497,Y,119.0,0.0,Go/No-Go gauge,N,OEM-FORD,Re-inspect after rework
BATCH-2022-0353,22/06/2024,QC-06,ABS Sensor Ring,PASS,,3.9322,N,141.0,0.0,CMM,Y,OEM-HONDA,
BATCH-2023-0095,2021-03-09,QC-02,Brake Pad Type A,PASS,,9.4575,Y,36.0,0.0,Height gauge,Y,OEM-TATA,Re-inspect after rework
BATCH-2023-0154,2024-05-27,QC-02,Drum Brake Assy,PASS,,11.4516,Y,195.0,0.0,Visual,,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0427,10/31/2024,QC-07,Clutch Plate,FAIL,Adhesive bond failure,0.3942,Y,73.0,18.0,Vernier,N,OEM-SUZUKI,Customer concession raised
BATCH-2022-0333,30/07/2023,QC-06,Drum Brake Assy,PASS,,7.6802,Y,168.0,0.0,Visual,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2024-0476,2024-03-01,QC-02,ABS Sensor Ring,PASS,,6.901,Y,76.0,0.0,Hardness tester,N,,Re-inspect after rework
BATCH-2022-0229,2023-03-24,QC-09,Brake Shoe,PASS,,10.8986,N,148.0,,Vernier,Y,OEM-HONDA,OK
BATCH-2021-0427,2021-11-23,QC-09,Drum Brake Assy,PASS,,10.4904,N,197.0,0.0,Visual,Y,OEM-FORD,Re-inspect after rework
BATCH-2023-0252,12/20/2021,QC-04,Clutch Plate,PASS,,9.4238,Y,149.0,0.0,Hardness tester,N,OEM-TATA,Escalated to QA Manager
BATCH-2024-0485,2022-03-01,QC-01,ABS Sensor Ring,PASS,,5.5808,N,62.0,0.0,Visual,Y,OEM-FORD,OK
BATCH-2022-0170,2024-07-09,QC-02,Clutch Plate,PASS,,11.3677,N,194.0,0.0,Height gauge,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0046,2023-03-06,QC-03,Wheel Hub Assy,PASS,,3.9021,N,194.0,0.0,Visual,N,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0270,2021-10-03,QC-08,Drum Brake Assy,PASS,,0.1999,,132.0,0.0,Hardness tester,Y,OEM-TATA,Waived by OEM
BATCH-2021-0150,2022-01-11,QC-04,Disc Brake Caliper,PASS,,8.4085,N,116.0,0.0,Height gauge,N,OEM-TVS,Waived by OEM
BATCH-2024-0110,2022-01-09,QC-01,Brake Pad Type B,PASS,,7.4484,Y,82.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2024-0216,08-07-2022,QC-01,CV Joint,FAIL,Ovality – rotor,8.6237,,128.0,1.0,Visual,Y,,Borderline – monitor next batch
BATCH-2021-0243,2021-03-25,QC-06,Wheel Hub Assy,PASS,,9.3389,Y,186.0,0.0,CMM,Y,,Borderline – monitor next batch
BATCH-2024-0366,2023-04-23,QC-08,Brake Shoe,PASS,,3.9628,,40.0,0.0,Torque wrench,Y,,Waived by OEM
BATCH-2023-0332,2022-06-10,QC-09,Brake Pad Type A,FAIL,Adhesive bond failure,9.9024,N,160.0,14.0,Visual,N,OEM-HONDA,Customer concession raised
BATCH-2024-0342,2023-05-22,QC-05,Clutch Plate,PASS,,9.7348,,137.0,,Go/No-Go gauge,N,OEM-HYUNDAI,OK
BATCH-2024-0085,11/10/2022,QC-07,Brake Pad Type A,REWORK,Surface delamination,7.7523,Y,164.0,17.0,CMM,N,,Customer concession raised
BATCH-2022-0141,2023-07-12,QC-04,Brake Shoe,PASS,,7.3404,Y,148.0,0.0,CMM,Y,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2021-0385,2022-06-04,QC-05,Brake Disc,PASS,,7.3052,Y,178.0,0.0,Height gauge,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2021-0457,2021-03-09,QC-02,Brake Shoe,REWORK,Warpage > 0.3 mm,2.4307,N,179.0,20.0,CMM,Y,,Re-inspect after rework
BATCH-2022-0244,06/03/2024,QC-06,Brake Pad Type B,FAIL,Lining detachment,9.4068,,122.0,14.0,CMM,N,OEM-RENAULT,OK
BATCH-2023-0225,2021-10-22,QC-08,Brake Pad Type B,PASS,,9.4284,Y,79.0,0.0,Height gauge,Y,OEM-BAJAJ,Customer concession raised
BATCH-2023-0061,2022-05-22,QC-01,Brake Disc,REWORK,Friction material cracking,8.4927,N,141.0,9.0,CMM,N,,Escalated to QA Manager
BATCH-2024-0041,2022-05-02,QC-02,Brake Shoe,PASS,,6.7823,,31.0,0.0,Torque wrench,N,OEM-RENAULT,OK
BATCH-2024-0127,2024-02-11,QC-06,Drum Brake Assy,PASS,,3.6307,Y,35.0,,Hardness tester,N,OEM-TATA,Waived by OEM
BATCH-2021-0447,2022-01-01,QC-07,Drum Brake Assy,PASS,,6.3002,N,78.0,0.0,Go/No-Go gauge,N,OEM-HONDA,Escalated to QA Manager
BATCH-2021-0262,2024-02-27,QC-05,ABS Sensor Ring,PASS,,6.9564,Y,171.0,0.0,CMM,N,OEM-HYUNDAI,Customer concession raised
BATCH-2021-0041,2023-12-27,QC-09,CV Joint,REWORK,Improper heat treatment,4.3412,Y,,10.0,Torque wrench,N,OEM-HYUNDAI,
BATCH-2024-0038,2021-01-04,QC-08,Brake Pad Type B,PASS,,8.5046,Y,106.0,0.0,,N,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2022-0041,2023-03-20,QC-03,Brake Shoe,PASS,,8.9061,N,190.0,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,OK
BATCH-2021-0447,12/25/2023,QC-01,Clutch Plate,PASS,,4.5634,Y,178.0,0.0,Hardness tester,Y,OEM-HONDA,Re-inspect after rework
BATCH-2023-0154,28-Apr-2023,QC-09,Clutch Plate,PASS,,8.4187,Y,92.0,0.0,Height gauge,Y,OEM-HYUNDAI,Customer concession raised
BATCH-2022-0471,2024-06-15,QC-01,Brake Shoe,REWORK,Friction material cracking,11.7055,,54.0,11.0,Vernier,Y,,Borderline – monitor next batch
BATCH-2021-0480,2021-05-31,QC-04,Clutch Plate,PASS,,1.0319,N,20.0,0.0,Torque wrench,N,,Borderline – monitor next batch
BATCH-2024-0044,17-Apr-2023,QC-08,Disc Brake Caliper,PASS,,1.5027,N,98.0,0.0,Height gauge,N,OEM-TVS,
BATCH-2021-0361,2021-02-23,QC-01,ABS Sensor Ring,REWORK,Ovality – rotor,1.2823,Y,179.0,21.0,Hardness tester,N,,Re-inspect after rework
BATCH-2023-0172,2021-06-24,QC-07,Wheel Hub Assy,PASS,,3.1093,N,158.0,0.0,Hardness tester,N,OEM-TVS,Waived by OEM
BATCH-2022-0300,2022-03-21,QC-07,ABS Sensor Ring,REWORK,Adhesive bond failure,11.393,Y,81.0,6.0,Vernier,Y,OEM-TATA,OK
BATCH-2021-0401,03/06/2022,QC-05,Wheel Hub Assy,PASS,,1.0022,N,35.0,0.0,Hardness tester,N,,Customer concession raised
BATCH-2022-0102,2024-08-11,QC-01,CV Joint,FAIL,Noise under braking,0.1228,N,200.0,15.0,Visual,N,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0080,2023-11-25,QC-09,Brake Pad Type B,PASS,,1.8446,N,103.0,0.0,CMM,N,,Re-inspect after rework
BATCH-2022-0294,2022-08-19,QC-04,Drum Brake Assy,PASS,,5.215,N,47.0,0.0,,N,OEM-HONDA,Customer concession raised
BATCH-2021-0322,2021-12-06,QC-02,Brake Disc,REWORK,Friction material cracking,8.1621,N,,16.0,Vernier,N,OEM-TVS,Waived by OEM
BATCH-2021-0202,2021-04-12,QC-02,Clutch Plate,PASS,,6.0235,N,22.0,0.0,Vernier,Y,,Customer concession raised
BATCH-2023-0177,2023-11-19,QC-03,Clutch Plate,PASS,,9.5722,N,122.0,0.0,Vernier,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2021-0469,2024-05-24,QC-06,Wheel Hub Assy,PASS,,7.5141,,173.0,0.0,Visual,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2023-0133,2022-12-11,QC-06,Brake Pad Type B,PASS,,0.0233,N,83.0,0.0,Visual,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2023-0375,2022-08-20,QC-09,ABS Sensor Ring,PASS,,8.4933,Y,170.0,0.0,Height gauge,N,OEM-FORD,Escalated to QA Manager
BATCH-2024-0112,2022-10-25,QC-08,Disc Brake Caliper,PASS,,0.7472,Y,158.0,0.0,Visual,N,,Borderline – monitor next batch
BATCH-2023-0057,2024-05-10,QC-02,CV Joint,PASS,,10.7354,N,160.0,,Hardness tester,,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0037,2023-03-07,QC-05,Brake Disc,REWORK,Ovality – rotor,4.966,Y,105.0,16.0,Go/No-Go gauge,N,OEM-FORD,Waived by OEM
BATCH-2024-0184,2024-08-15,QC-09,Drum Brake Assy,PASS,,9.9461,Y,39.0,0.0,Visual,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0260,2021-11-10,QC-04,Brake Disc,PASS,,3.0387,,54.0,0.0,Visual,Y,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0445,2024-05-17,QC-04,Clutch Plate,PASS,,3.3464,N,124.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,
